A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,class,Fitness,Inverse Variance,g_k,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
#,0.0,#,#,1.0,#,#,1.0,#,#,0.0,0.0,0.024919609082090424,0.00228515625,0.0,300.0,0.0,1.0,1,25.030527999999997,2928,2928,0.36363636363636365,0.00029487922723629007,0,2
1.0,0.0,#,1.0,1.0,#,#,#,1.0,0.0,#,0.0,0.024919609082090424,0.001640625,0.03954767374320654,300.0,0.0,1.0,1,13.2,2928,2928,0.5454545454545454,0.0001555063400787642,0,0
#,#,#,#,#,#,1.0,#,#,#,1.0,1.0,0.12590152213483743,0.002404215294840295,0.0,872.0,153.6,1.169617672033087e-07,2,19.2821888,2990,2929,0.18181818181818182,0.0004543185771205664,11,22
#,#,#,1.0,#,#,#,#,#,#,#,1.0,0.00410509119131427,0.0020795140183731352,0.0,694.273070497792,370.7113383657472,1.4283040031923193e-09,1,22.221197041893372,2991,2931,0.09090909090909091,0.00025359898899243174,19,35
#,1.0,0.0,1.0,1.0,0.0,#,#,#,0.0,0.0,1.0,0.020004491382144413,0.0007899354319259481,0.0,395.601953488896,0.0,1.0,1,17.75159687888896,2931,2931,0.6363636363636364,0.0002091277167567906,0,1
1.0,1.0,1.0,#,#,#,#,#,1.0,#,1.0,0.0,0.009016780731490646,inf,0.1111111111111111,0.0,0.0,1.0,1,20.2,2934,2934,0.45454545454545453,0.00023797182345386642,0,4
#,1.0,1.0,1.0,#,#,1.0,#,#,#,1.0,0.0,0.0572134237297385,inf,0.3333333333333333,0.0,0.0,1.0,1,22.0,2980,2934,0.45454545454545453,0.000259177233464607,1,2
#,#,#,1.0,1.0,1.0,1.0,#,#,#,#,0.0,0.02180748088043414,0.003594672866593452,0.0,8.565053857724264,37.450118649843276,0.0001357481782790967,1,28.88176731856933,2935,2935,0.36363636363636365,0.00034024984323615,0,5
0.0,#,#,#,1.0,#,#,#,#,#,#,1.0,0.07061942930132313,0.002404215294840295,0.0,872.0,153.6,1.169617672033087e-07,1,21.974079999999997,2991,2936,0.18181818181818182,0.0002499599485799384,10,19
0.0,0.0,1.0,#,#,#,#,#,#,#,#,1.0,0.018212113157274154,0.0019140625000000006,0.0,666.6666666666666,277.77777777777777,6.0466176e-09,1,22.0,2966,2936,0.2727272727272727,0.000259177233464607,3,7
#,0.0,0.0,1.0,#,#,#,0.0,#,1.0,#,0.0,0.11166514611009841,0.00165625,0.0,0.0,0.0,1.0,1,18.5,2985,2940,0.45454545454545453,0.00021794449177705587,2,2
1.0,0.0,0.0,#,#,#,#,#,#,#,#,0.0,0.016803659428039682,0.0019140625,0.0,1000.0,0.0,1.0,1,20.0,2987,2940,0.2727272727272727,0.00023561566678600637,1,3
1.0,#,#,1.0,#,0.0,#,0.0,#,0.0,#,0.0,0.05363041854986034,0.0033125,0.0,1000.0,0.0,1.0,1,11.0,2942,2942,0.45454545454545453,0.0001295886167323035,1,2
#,#,0.0,0.0,0.0,#,#,1.0,#,#,#,1.0,0.00158715410044641,0.0018281250000000003,0.0,946.5821450800322,136.86191788649495,2.0825090240867322e-07,1,20.588706906423788,2945,2945,0.36363636363636365,0.00024255109530093476,0,1
1.0,1.0,1.0,#,#,0.0,#,#,1.0,0.0,#,1.0,0.038365696299390066,0.0013125,0.0,500.0,250.0,1.0240000000000001e-08,1,25.5,2986,2947,0.5454545454545454,0.0003004099751521581,2,2
#,#,1.0,#,#,0.0,#,#,1.0,0.0,#,1.0,0.038365696299390066,0.001828125,0.0,500.0,250.0,1.0240000000000001e-08,1,25.5,2986,2947,0.36363636363636365,0.0003004099751521581,2,4
#,#,#,1.0,#,0.0,#,#,0.0,0.0,0.0,1.0,0.018970626892110154,0.0012620382522885282,0.0,916.4815627911169,183.92537302040574,4.7510737555001285e-08,1,17.80127750311117,2951,2951,0.45454545454545453,0.00020971299342691362,0,0
#,0.0,0.0,1.0,1.0,#,#,0.0,#,#,#,1.0,0.033358207481051894,0.00165625,0.0,1000.0,0.0,1.0,1,25.0,2951,2951,0.45454545454545453,0.0003696036992485382,1,2
#,#,0.0,#,0.0,#,#,1.0,#,#,#,0.0,0.07290694060134902,0.00153125,0.0,1000.0,0.0,1.0,1,14.0,2953,2953,0.2727272727272727,0.0002669951497811001,1,4
1.0,1.0,1.0,0.0,#,1.0,0.0,#,#,#,1.0,0.0,0.017093729326485566,inf,0.1111111111111111,0.0,0.0,1.0,1,18.2,2954,2954,0.6363636363636364,0.0002144102567752658,0,1
#,#,0.0,1.0,0.0,#,0.0,1.0,0.0,1.0,#,1.0,0.03303607309222115,0.0025,0.0,1000.0,0.0,1.0,1,17.712,2957,2957,0.6363636363636364,0.00020866123450568723,0,0
#,0.0,0.0,1.0,#,#,#,1.0,#,1.0,#,1.0,0.013880519442202408,inf,0.125,1000.0,0.0,1.0,1,26.0,2957,2957,0.45454545454545453,0.00030630036682180824,0,0
#,#,1.0,#,0.0,1.0,#,#,#,1.0,#,0.0,0.0514951763370335,0.001828125,0.05959944222919566,500.0,250.0,1.0240000000000001e-08,1,21.5,2980,2959,0.36363636363636365,0.00025328684179495685,2,4
0.0,1.0,#,#,0.0,#,#,#,1.0,#,#,0.0,0.0981616153769377,0.001828125,0.0,1000.0,0.0,1.0,1,16.0,2989,2959,0.36363636363636365,0.0001884925334288051,2,3
1.0,1.0,1.0,#,#,#,#,#,#,#,#,0.0,0.057407807903011136,0.0019140625,0.0,1000.0,0.0,1.0,1,21.0,2963,2963,0.2727272727272727,0.0002473964501253067,1,7
#,1.0,#,#,#,#,1.0,#,#,#,1.0,1.0,0.09664002704782078,0.003828125,0.0,1000.0,0.0,1.0,1,19.75,2990,2965,0.2727272727272727,0.00023267047095118127,4,6
#,#,1.0,#,#,#,1.0,#,#,#,1.0,1.0,0.09996670199505958,0.003828125,0.0,1000.0,0.0,1.0,1,18.0,2990,2965,0.2727272727272727,0.00021205410010740572,3,4
0.0,#,1.0,#,#,#,#,1.0,#,#,#,1.0,0.016297593184257688,0.0019140625,0.0,320.0,280.0,5.810451002558458e-09,1,18.080000000000002,2966,2966,0.2727272727272727,0.00021299656277454977,0,4
0.0,#,1.0,#,0.0,#,0.0,#,#,#,#,1.0,0.016297593184257688,0.0028564453125,0.0,320.0,280.0,5.810451002558458e-09,1,23.526010879999998,2966,2966,0.36363636363636365,0.000277154837015302,0,3
1.0,1.0,#,1.0,#,#,#,#,#,#,#,1.0,0.047785119140504775,0.0019140625,0.0,500.0,250.0,1.0240000000000001e-08,1,23.5,2986,2968,0.2727272727272727,0.0002768484084735575,2,3
#,#,1.0,1.0,#,#,#,#,#,#,0.0,1.0,0.012446771008228044,0.0019140625,0.042324938371721264,500.0,250.0,1.0240000000000001e-08,1,28.5,2986,2968,0.2727272727272727,0.00033575232517005904,2,5
1.0,1.0,#,1.0,#,1.0,#,#,1.0,1.0,#,1.0,0.012091871578071598,0.002625,0.058045629766932026,1000.0,0.0,1.0,1,23.2323640976288,2969,2969,0.5454545454545454,0.0002736954478939042,0,1
1.0,1.0,#,#,#,1.0,#,#,#,1.0,1.0,1.0,0.06919237207490583,inf,0.1,1000.0,0.0,1.0,1,18.5,2969,2969,0.45454545454545453,0.0001884925334288051,2,2
0.0,#,#,0.0,#,#,1.0,#,#,#,1.0,0.0,0.20933882302584023,0.001828125,0.0,1000.0,0.0,1.0,1,21.0,2995,2972,0.36363636363636365,0.00020183841266999838,1,1
#,0.0,#,0.0,1.0,#,#,#,#,#,#,0.0,0.10932249922165742,0.0019140625,0.0,0.0,0.0,1.0,1,10.0,2983,2972,0.2727272727272727,0.00011780783339300319,1,1
0.0,0.0,1.0,0.0,#,0.0,#,#,#,0.0,0.0,0.0,0.029982146255176284,0.000625,0.0,1000.0,0.0,1.0,1,26.1937152,2974,2974,0.6363636363636364,0.0003085824836225375,0,0
0.0,#,#,1.0,0.0,#,1.0,1.0,0.0,#,#,0.0,0.01214539832449577,0.0015750000000000004,0.028328951455678472,166.66666666666669,277.77777777777777,6.0466176e-09,1,19.666666666666668,2980,2980,0.5454545454545454,0.0002316887390062396,0,0
0.0,#,1.0,#,#,#,1.0,1.0,#,1.0,#,0.0,0.01214539832449577,0.0024843749999999987,0.0,166.66666666666669,277.77777777777777,6.0466176e-09,1,39.4656,2980,2980,0.45454545454545453,0.00046493568295549064,0,0
#,#,#,#,#,#,1.0,#,#,0.0,1.0,1.0,0.03240435488712881,0.0021875,0.0,1000.0,0.0,1.0,1,25.0,2982,2982,0.2727272727272727,0.00029451958348250795,1,1
0.0,#,0.0,1.0,#,0.0,#,#,#,#,1.0,1.0,0.015595417789283268,0.00165625,0.0,400.0,0.0,1.0,1,28.776,2984,2984,0.45454545454545453,0.00033900382137170594,0,0
0.0,1.0,0.0,1.0,#,#,#,1.0,#,#,1.0,1.0,0.015595417789283268,0.0013125,0.0,400.0,0.0,1.0,1,22.529528320000004,2984,2984,0.5454545454545454,0.0002654154918745507,0,0
0.0,#,0.0,#,#,#,#,#,#,#,0.0,0.0,0.07642612807093031,0.0019140625,0.0,1000.0,0.0,1.0,1,14.0,2985,2985,0.2727272727272727,0.000237644473536564,1,2
#,0.0,0.0,1.0,#,1.0,#,0.0,#,#,0.0,0.0,0.012199336791546084,0.0013125000000000003,0.0,333.78233281433074,322.1636435047083,2.881491604964061e-09,1,29.0,2985,2985,0.5454545454545454,0.00034164271683970925,0,0
#,1.0,#,1.0,#,#,#,0.0,#,#,#,1.0,0.023100150905209525,0.0019140625000000004,0.0,666.6666666666666,277.77777777777777,6.0466176e-09,1,22.666666666666668,2991,2986,0.2727272727272727,0.0002670310890241406,3,5
1.0,1.0,1.0,#,0.0,#,#,#,1.0,#,0.0,1.0,0.022562721565913147,0.0019687499999999996,0.0,333.33333333333337,0.0,1.0,1,18.666666666666668,2986,2986,0.5454545454545454,0.00021990795566693928,0,1
#,0.0,0.0,#,#,#,#,0.0,0.0,#,1.0,0.0,0.02211178667507124,0.0033125,0.0,1000.0,0.0,1.0,1,23.20967909485767,2987,2987,0.45454545454545453,0.00027342820079120613,0,1
1.0,0.0,#,0.0,#,#,#,0.0,#,#,#,0.0,0.02211178667507124,0.00365625,0.0,1000.0,0.0,1.0,1,20.85723256974213,2987,2987,0.36363636363636365,0.00024571453796153004,0,0
#,#,1.0,#,0.0,#,0.0,#,#,0.0,0.0,0.0,0.03343588382379654,0.006625,0.0,1000.0,0.0,1.0,1,17.975456066686416,2989,2989,0.45454545454545453,0.00021176495334674416,0,0
0.0,1.0,1.0,1.0,#,#,#,#,1.0,0.0,#,0.0,0.03343588382379654,0.0013125,0.0,1000.0,0.0,1.0,1,18.438399999999998,2989,2989,0.5454545454545454,0.00021721879552335496,0,0
#,1.0,1.0,1.0,1.0,#,#,0.0,#,#,#,1.0,0.014476413682644568,0.00165625,0.0,1000.0,0.0,1.0,1,19.682353975296003,2990,2990,0.45454545454545453,0.00023187354779037855,0,0
0.0,1.0,#,#,1.0,#,#,#,#,#,1.0,1.0,0.02824779639788877,0.001828125,0.0,1000.0,0.0,1.0,1,25.0,2990,2990,0.36363636363636365,0.00029451958348250795,1,2
#,1.0,1.0,#,#,#,0.0,#,#,#,1.0,1.0,0.027219815174111445,0.001828125,0.0,918.08,241.664,1.2132217903372785e-08,1,29.19424,2994,2994,0.36363636363636365,0.00034393101619553494,0,0
1.0,1.0,1.0,#,#,1.0,#,#,#,#,1.0,1.0,0.027219815174111445,0.010108947753906245,0.0,918.08,241.664,1.2132217903372785e-08,1,16.224,2994,2994,0.45454545454545453,0.00019113142889680835,0,0
